Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
phenethyl isothiocyanate,C058305,2257-09-2,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|CLU|EIF2S1|GSK3B|HMOX1|IL1B|MPO|TNF,13.98,12
asoxime chloride,C022870,,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCHE|MAOB,13.97,6
diisobutyl phthalate,C025605,84-69-5,Alzheimer Disease,MESH:D000544,,ADAMTS1|APOE|BAX|BCL2|BDNF|CASP3|CLU|CST3|DHCR24|ESR1|IGF2R|IL1B|LEP|MAPT|PLAU|PPARG|SLC30A4|TPI1|TPP1,13.95,32
Turpentine,D014425,,Alzheimer Disease,MESH:D000544,,A2M|HFE|IL1B|TF|TNF,13.95,7
lomatin,C540381,,Alzheimer Disease,MESH:D000544,,ACHE|APP|BCHE,13.94,40
"N-(1-azabicyclo(2.2.2)oct-3-yl)furo(2,3-c)pyridine-5-carboxamide",C513163,,Alzheimer Disease,MESH:D000544,,APP|CHRNA7|IL1B,13.93,39
Synephrine,D013578,94-07-5,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|MPO|TNF,13.93,6
Carbonyl Cyanide m-Chlorophenyl Hydrazone,D002258,555-60-2,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|LEP|MAPT|TNF,13.92,10
"indapamide, perindopril drug combination",C494243,,Alzheimer Disease,MESH:D000544,,INS|NOS3|VEGFA,13.92,5
"lipopolysaccharide, Helicobacter pylori",C442865,,Alzheimer Disease,MESH:D000544,,APOE|IL1B|LEP|TNF,13.92,12
Alkaloids,D000470,,Alzheimer Disease,MESH:D000544,,GSK3B|NOS3|VEGFA,13.91,5
Isatin,D007510,91-56-5,Alzheimer Disease,MESH:D000544,,CASP3|CYP2D6|MPO|TNF,13.91,5
m-trifluoromethyl-diphenyl diselenide,C546861,,Alzheimer Disease,MESH:D000544,,BDNF|IL1B|MPO|TNF,13.91,5
Carbon Disulfide,D002246,75-15-0,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|HMOX1|VEGFA,13.90,3
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,D018350,77521-29-0,Alzheimer Disease,MESH:D000544,,BDNF|CASP3|HMOX1|TNF,13.88,4
Alginic Acid,D000077322,,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|SOD2|TNF,13.87,3
Croton Oil,D003436,8001-28-3,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|IL1B|MPO|TNF|VEGFA,13.87,6
RU 58668,C086511,151555-47-4,Alzheimer Disease,MESH:D000544,,BCL2|ESR1|IGF1R,13.87,3
Bacitracin,D001414,1405-87-4,Alzheimer Disease,MESH:D000544,,A2M|ACHE|CLU|HMOX1|VEGFA,13.86,10
benzyloxycarbonyl-valyl-alanyl-aspartyl-fluoromethane,C103712,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|IL1B,13.86,2
8-dibenzothiophen-4-yl-2-morpholin-4-yl-chromen-4-one,C499693,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|EIF2S1,13.84,2
aniline,C023650,62-53-3,Alzheimer Disease,MESH:D000544,,CYP2D6|ENO1|MIR100|MPO|TF|TNF,13.84,7
Dioxins,D004147,,Alzheimer Disease,MESH:D000544,,ADAM10|APH1B|APP|BACE1|BAX|BCHE|BCL2|BDNF|BIN1|CALM1|CCDC6|CD2AP|CHRNA7|CLU|CYP46A1|DPYSL2|EIF2S1|EPHA1|ESR1|HMOX1|IGF1R|IGF2R|INPP5D|INSR|MAPT|NCK2|NECTIN2|NOS3|PCDH11X|PGRMC1|PLAU|PLCG2|PRNP|PSEN2|RELN|SLC30A4|SOD2|SPRED2|TF|TFAM|TNF|TSPAN14|WWOX,13.84,70
3-benzoylpyridine,C040916,5424-19-1,Alzheimer Disease,MESH:D000544,,ACHE|CASP3|MPO,13.82,5
Acarbose,D020909,56180-94-0,Alzheimer Disease,MESH:D000544,,LEP|NPY|SLC2A4|TNF,13.82,4
lasiocarpine,C005136,303-34-4,Alzheimer Disease,MESH:D000544,,ACE|AMFR|APOE|CYP2D6|DHCR24|F2|IL1B|INPP5D|MAOB|WWOX,13.82,21
cloricromen,C025945,,Alzheimer Disease,MESH:D000544,,NOS3|TNF|VEGFA,13.81,4
Thiram,D013893,137-26-8,Alzheimer Disease,MESH:D000544,,ABCA7|ACHE|ADAM10|ADAMTS1|ARC|ATP5F1A|BACE1|BCL2|BDNF|CALM1|CASP3|CD2AP|CHRNA7|CLU|CST3|DHCR24|DPYSL2|ENO1|GSK3B|HMOX1|IL1B|LEP|NCSTN|PICALM|PILRA|PSEN2|SLC30A6|SOD2|SPRED2|TFAM|TNF|TOMM40|TPI1|TSPAN14|VEGFA|VSNL1,13.81,33
kurarinone,C411319,,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IGF1,13.80,3
Bromocriptine,D001971,25614-03-3,Alzheimer Disease,MESH:D000544,,BAX|BDNF|ESR1|HMOX1|INS|TNF|VEGFA,13.79,7
Phospholipids,D010743,,Alzheimer Disease,MESH:D000544,,F2|GSK3B|PPARG|TNF,13.79,7
oblimersen,C408162,,Alzheimer Disease,MESH:D000544,,APP|BCL2|CASP3,13.78,38
Sodium,D012964,7440-23-5,Alzheimer Disease,MESH:D000544,,IGF1|IL1B|INS|NOS3|PPARG|SOD2,13.78,9
"4-oxy-6-(4-oxybezoyloxy)dauc-8,9-en",C111068,41743-44-6,Alzheimer Disease,MESH:D000544,,BAX|BCL2|ESR1,13.77,2
1-propyl-8-(4-sulfophenyl)xanthine,C518874,,Alzheimer Disease,MESH:D000544,,IL1B|MPO|TNF,13.76,4
4-phenylenediamine,C029728,106-50-3,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IL1B|PPARG|TNF|VEGFA,13.76,8
Clonidine,D003000,4205-90-7,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|CYP2D6|IL1B|INS|NPY|TNF,13.76,7
lancemaside A,C533150,,Alzheimer Disease,MESH:D000544,,IL1B|MPO|TNF,13.76,4
N-(2-hydroxybenzoyl)tyramine,C521850,,Alzheimer Disease,MESH:D000544,,IL1B|MPO|TNF,13.76,4
ar-turmerone,C078098,532-65-0,Alzheimer Disease,MESH:D000544,,BAX|CASP3|PPARG,13.75,4
homoorientin,C057912,,Alzheimer Disease,MESH:D000544,,BCL2|GSK3B|MPO|TNF,13.75,6
titanium alloy (TiAl6V4),C031462,12743-70-3,Alzheimer Disease,MESH:D000544,,IL1B|TNF|VEGFA,13.74,3
VX-745,C464966,209409-98-3,Alzheimer Disease,MESH:D000544,,IL1B|TNF|VEGFA,13.74,3
dexamethasone 21-phosphate,C004180,312-93-6,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|INS|TNF,13.73,5
Stilbenes,D013267,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|NOS3,13.73,3
Wastewater,D062065,,Alzheimer Disease,MESH:D000544,,ESR1|IL1B|PPARG|TNF,13.73,5
Adenosine Diphosphate,D000244,58-64-0,Alzheimer Disease,MESH:D000544,,ACHE|APP|F2|MAPT|PSEN1,13.72,51
Biofuels,D056804,,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|HMOX1,13.72,2
danthron,C004315,117-10-2,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|SOD2,13.72,2
mecoprop,C008340,93-65-2,Alzheimer Disease,MESH:D000544,,A2M|ACHE|APOC1|F2|TNF,13.72,9
pyranoprofen,C043940,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|PPARG,13.72,4
"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B|TNF,13.71,3
"(2)-5,6,7,8,4'-pentamethoxyflavanone",C450643,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
2-aminoethoxydiphenylborane,C504876,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
"3,5-dicaffeoylquinic acid methyl ester",C525762,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
6-codeinone,C046414,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
"8-phenyl-6a,7,8,9,9a,10-hexahydro-6H-isoindolo(5,6-g)quinoxaline-7,9-dione",C556801,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
berberrubine,C115958,15401-69-1,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
brazilin,C044362,474-07-7,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
Inorganic Chemicals,D007287,,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B|TNF,13.71,3
JBIR-99,C553370,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
licochalcone E,C520147,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
maytenonic acid,C001687,33600-93-0,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B|TNF,13.71,3
pramanicin,C432807,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
protolichesterinic acid,C095781,1448-96-0,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
vicanicin,C570018,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
ziyuglycoside I,C484848,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.71,1
"2-amino-5,6-dihydro-6-methyl-4H-1,3-thiazine",C093124,,Alzheimer Disease,MESH:D000544,,BAX|IL1B|TNF,13.70,3
pexidartinib,C000600259,,Alzheimer Disease,MESH:D000544,,BAX|CASP3|IL1B|TNF,13.70,3
Vardenafil Dihydrochloride,D000069058,,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IL1B|TNF,13.70,4
JP8 aviation fuel,C098607,,Alzheimer Disease,MESH:D000544,,ADAM10|ADAMTS1|AMFR|APP|ARC|BCL2|BIN1|CASP3|CCDC6|CD2AP|DPYSL2|ENO1|ESR1|HMOX1|IDE|IGF1|IGF1R|IGF2R|IL1B|INSR|IQCK|MAOB|NCK2|NCSTN|NECTIN2|PCDH11X|PICALM|PLAU|PLCG2|PSEN2|RELN|SOD2|SPRED2|TNF|TPI1|TSPAN14|VEGFA|WWOX,13.69,61
Sweetening Agents,D013549,,Alzheimer Disease,MESH:D000544,,LEP|NPY|PYY,13.69,2
Zinc Acetate,D019345,5970-45-6,Alzheimer Disease,MESH:D000544,,CASP3|ENO1|HMOX1|IL1B|MAPT|TNF|VEGFA,13.69,13
manganese (III) meso-tetrakis(N-ethylpyridinium-2-yl)porphyrin,C431023,,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|TNF,13.68,3
N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,C068250,134448-10-5,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|TNF,13.68,3
triclocarban,C009540,101-20-2,Alzheimer Disease,MESH:D000544,,EIF2S1|ESR1|HMOX1|IL1B|TNF,13.68,4
Dicumarol,D001728,66-76-2,Alzheimer Disease,MESH:D000544,,CASP3|IGF1|IL1B|SOD2|TNF,13.67,5
trimethyltin chloride,C040533,1066-45-1,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|GAPDHS|INS|TNF,13.67,4
Asbestos,D001194,1332-21-4,Alzheimer Disease,MESH:D000544,,BAX|BCL2|HMOX1|MPO|PTK2B|TF|TNF|VEGFA,13.65,8
dihydrolipoic acid,C015144,462-20-4,Alzheimer Disease,MESH:D000544,,BDNF|CASP3|GSK3B|MAPT,13.65,11
tanshinone II A sodium sulfonate,C024894,69659-80-9,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|MIR375,13.64,2
"4-benzyl-2-methyl-1,2,4-thiadiazolidine-3,5-dione",C494356,,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|GSK3B|MAPT,13.62,10
Ursodeoxycholic Acid,D014580,128-13-2,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|IL1B|MAOB|MPO|PPARG|PRNP|TNF,13.62,10
Atrasentan,D000077868,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|NOS3|SOD2,13.61,4
Equol,D060754,531-95-3,Alzheimer Disease,MESH:D000544,,CASP3|ESR1|IGF1R|IL1B|NOS3,13.61,6
alpha-Linolenic Acid,D017962,463-40-1,Alzheimer Disease,MESH:D000544,,BCHE|HMOX1|IL1B|PPARG|TNF,13.60,7
SB 239063,C406525,,Alzheimer Disease,MESH:D000544,,BCL2|CASP3|GSK3B|PPARG,13.60,6
antrocin,C558369,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|GSK3B,13.59,3
cucurbitacin I,C038106,2222-07-3,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|PPARG|VEGFA,13.59,6
protosappanin A,C090723,102036-28-2,Alzheimer Disease,MESH:D000544,,BAX|CASP3|IGF1|IL1B|TNF,13.59,4
Coumestrol,D003375,479-13-0,Alzheimer Disease,MESH:D000544,,AMFR|APP|BACE1|BAX|BCL2|CASP3|CLU|EIF2S1|ESR1|IGF1|IQCK|NECTIN2|PGRMC1|PICALM|SOD2|SPRED2|TNF|TPI1|VEGFA,13.58,53
er-xian decoction,C517980,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|SOD2,13.57,2
Meglumine Antimoniate,D000077485,133-51-7,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|VEGFA,13.57,2
benzyloxycarbonyltyrosyl-valyl-alanyl-aspartic acid fluoromethyl ketone,C460579,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|IL1B,13.56,2
inotodiol,C517091,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|IL1B|TNF,13.56,3
lonidamine,C016371,50264-69-2,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|IL1B,13.56,2
Succinic Acid,D019802,110-15-6,Alzheimer Disease,MESH:D000544,,APP|BAX|MAPT|PSEN1,13.54,49
thifluzamide,C494892,,Alzheimer Disease,MESH:D000544,,ACHE|CRH|HMOX1|IDE|RELN|SPRED2|TPI1|VEGFA,13.54,9
Carbaryl,D012721,63-25-2,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|CASP3|CHRNB2|ESR1|HMOX1,13.53,6
Amitriptyline,D000639,50-48-6,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCL2|CASP3|CHRNB2|CYP2D6|IL1B|NPY|VEGFA,13.49,8
ginsenoside Rh4,C101280,,Alzheimer Disease,MESH:D000544,,HMOX1|IGF1|PPARG|SOD2,13.48,6
Malondialdehyde,D008315,542-78-9,Alzheimer Disease,MESH:D000544,,APOE|APP|HMOX1|IL1B|MAPT|TNF,13.48,51
N(6)-cyclopentyladenosine,C048599,41552-82-3,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCL2|LEP,13.48,4
Oximes,D010091,,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|ESR1,13.48,4
"Phorbol 12,13-Dibutyrate",D015240,37558-16-0,Alzheimer Disease,MESH:D000544,,ADAM10|APP|BACE1|PSEN1,13.48,47
lithospermate B,C061091,122021-74-3,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|PPARG|SLC2A4,13.47,6
N-nitrosomorpholine,C002741,59-89-2,Alzheimer Disease,MESH:D000544,,ATP5F1A|BAX|CASP3|ENO1|IGF1R|INSR|TF|TPP1|VEGFA,13.47,8
"3,4-dihydroxyphenyllactic acid",C035055,23028-17-3,Alzheimer Disease,MESH:D000544,,BCL2|GSK3B|SOD2|TNF,13.46,5
Thioglycolates,D013864,,Alzheimer Disease,MESH:D000544,,IL1B|NOS3|PPARG|TNF,13.45,7
TWS 119,C547688,,Alzheimer Disease,MESH:D000544,,CASP3|GSK3B|MAPT,13.45,10
salicylsalicylic acid,C014182,,Alzheimer Disease,MESH:D000544,,NOS3|SOD2|VEGFA,13.44,4
Benzbromarone,D001553,3562-84-3,Alzheimer Disease,MESH:D000544,,CASP3|DHCR24|ENO1|IGF1|IL1B|PGRMC1|PPARG|SOD2|TNF,13.43,10
raspberry ketone,C035522,5471-51-2,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B|PPARG|TNF,13.43,6
Calcium Oxalate,D002129,25454-23-3,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|HMOX1,13.42,2
"copper-1,10-phenanthroline",C464760,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|HMOX1,13.42,2
"1,2-dithiol-3-thione",C049325,,Alzheimer Disease,MESH:D000544,,A2M|APOE|APP|BDNF|CALM1|CASP3|ENO1|HMOX1|IGF1|IGF2R|IL1B|TF|VEGFA,13.41,58
666-15 compound,C000621942,,Alzheimer Disease,MESH:D000544,,BCL2|BDNF|VEGFA,13.41,3
Oligopeptides,D009842,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|TNF,13.41,2
tetracycline CMT-3,C117155,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|TNF,13.41,2
Thiazoles,D013844,,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IL1B|TNF,13.41,4
lumiracoxib,C473384,,Alzheimer Disease,MESH:D000544,,HLA-DRB5|IL1B|MPO|TNF,13.39,5
chloroquine diphosphate,C023676,50-63-5,Alzheimer Disease,MESH:D000544,,APP|BAX|BCL2|CASP3|IL1B|SOD2,13.38,40
Cystathionine,D003540,56-88-2,Alzheimer Disease,MESH:D000544,,BAX|CASP3|INS,13.36,3
Norfloxacin,D009643,70458-96-7,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCL2|CASP3|IL1B,13.36,4
Zeranol,D015029,26538-44-3,Alzheimer Disease,MESH:D000544,,ABCA7|ABI3|ACHE|APH1B|BAX|BCL2|BIN1|CRH|EPHA1|ESR1|IGF1|INPP5D|LEP|MAOB|NOS3|NPY|PLAU|PLCG2|PPARG|SLC2A4|TPI1|VSNL1,13.35,25
Diamide,D003958,10465-78-8,Alzheimer Disease,MESH:D000544,,CLU|HMOX1|SOD2|TNF,13.34,6
n-butoxyethanol,C017096,111-76-2,Alzheimer Disease,MESH:D000544,,ADAMTS1|APOE|BIN1|DPYSL2|HMOX1|MTHFR|NECTIN2|NOS3|PLCG2|PTK2B|RELN,13.34,19
acetyl-aspartyl-glutamyl-valyl-aspartal,C099158,,Alzheimer Disease,MESH:D000544,,BAX|CASP3|EIF2S1|IL1B,13.32,3
diacetyldichlorofluorescein,C029569,2044-85-1,Alzheimer Disease,MESH:D000544,,HMOX1|SOD2|TNF,13.32,3
fargesin,C539377,,Alzheimer Disease,MESH:D000544,,IL1B|MPO|TNF,13.32,4
Huangqin-Tang,C439205,,Alzheimer Disease,MESH:D000544,,IL1B|MPO|TNF,13.32,4
setanaxib,C576694,,Alzheimer Disease,MESH:D000544,,CASP3|IL1B|NOS3|PPARG,13.32,7
lewisite,C035965,541-25-3,Alzheimer Disease,MESH:D000544,,ACHE|IL1B|TNF|VEGFA,13.31,5
3-(5'-hydroxymethyl-2'-furyl)-1-benzylindazole,C090937,154453-18-6,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|VEGFA,13.30,2
CDRI 85-287,C066624,130064-18-5,Alzheimer Disease,MESH:D000544,,CASP3|ESR1|TNF,13.29,2
Promethazine,D011398,60-87-7,Alzheimer Disease,MESH:D000544,,BCHE|BCL2|CASP3|CYP2D6|IL1B|TNF,13.29,5
"2,2',3,3',4,6'-hexachlorobiphenyl",C094859,38380-05-1,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
"3',4'-dimethoxyflavone",C509288,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|IL1B,13.28,2
"3,7-dioxolanosta-8,24-dien-26-oic acid",C584306,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
6-formyl-5-isopropyl-3-hydroxymethyl-7-methyl-1H-indene,C000604529,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
arsenobetaine,C038992,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
demethoxyfumitremorgin C,C100698,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
fluazinam,C075780,79622-59-6,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
hymexazol,C531211,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
nitidine,C013615,6872-57-7,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
paederosidic acid,C000588809,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
torulene,C078922,547-23-9,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
vernodalin,C465365,21871-10-3,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
WY-135,C000626624,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3,13.28,1
1-aminomethylphosphonic acid,C036423,1066-51-9,Alzheimer Disease,MESH:D000544,,A2M|APOC1|CASP3|ENO1|F2|TF,13.27,10
pentabromodiphenyl ether,C086401,32534-81-9,Alzheimer Disease,MESH:D000544,,ACHE|APH1B|APOE|BAX|CASP3|CHRNA7|CRH|DHCR24|DPYSL2|ENO1|IDE|IL1B|NECTIN2|PGRMC1|TNF|TOMM40|TREM2,13.27,22
praeruptorin C,C058808,83382-71-2,Alzheimer Disease,MESH:D000544,,BAX|BCL2|TNF,13.27,2
Petroleum,D010578,,Alzheimer Disease,MESH:D000544,,ACHE|APOC1|ATP5F1A|CASP3|CLU|F2|HMOX1|SOD2|TNF,13.26,12
tebuconazole,C087114,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|CYP46A1|ESR1|PLAU|PPARG|SOD2|TNF,13.26,8
Enzyme Inhibitors,D004791,,Alzheimer Disease,MESH:D000544,,ATP5F1A|BAX|CASP3|CCDC6|CD2AP|EIF2S1|ENO1|IGF2R|IL1B|MAOB|NOS3|NPY|PGRMC1|PICALM|SOD2|TFAM|TPI1|TSPAN14,13.25,17
4-(3-(2-propyl-3-hydroxy-4-acetyl)phenoxy)propyloxyphenoxy acetic acid,C520164,,Alzheimer Disease,MESH:D000544,,INS|NOS3|PPARG|VEGFA,13.24,8
Butylated Hydroxyanisole,D002083,25013-16-5,Alzheimer Disease,MESH:D000544,,CASP3|ESR1|HMOX1|IL1B|SOD2|TNF|VEGFA,13.24,6
Dihydroxyacetone,D004098,96-26-4,Alzheimer Disease,MESH:D000544,,CASP3|EIF2S1|HMOX1|INS|TNF,13.24,6
rutamarin,C022850,14882-94-1,Alzheimer Disease,MESH:D000544,,INS|INSR|SLC2A4,13.23,3
3-hydroxyflavone,C041477,577-85-5,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IGF1|PLAU,13.22,4
bisindolylmaleimide,C088060,119139-23-0,Alzheimer Disease,MESH:D000544,,CRH|SOD2|TNF|VEGFA,13.22,4
fatostatin,C545733,,Alzheimer Disease,MESH:D000544,,A2M|CASP3|EIF2S1|INS|LEP|VEGFA,13.21,9
palmitoleic acid,C008757,2091-29-4,Alzheimer Disease,MESH:D000544,,APP|INS|PSEN1,13.21,47
Pentylenetetrazole,D010433,54-95-5,Alzheimer Disease,MESH:D000544,,ACHE|APP|BACE1|BDNF|CASP3|CLU|GSK3B|HMOX1|IGF1|IL1B|MAPT|MPO|SOD2|VEGFA,13.21,54
bioallethrin,C018465,28434-00-6,Alzheimer Disease,MESH:D000544,,ACE|BAX|CASP3|HMOX1,13.19,7
Metoprolol,D008790,37350-58-6,Alzheimer Disease,MESH:D000544,,ACE|CASP3|CYP2D6|HMOX1|NOS3|TNF|VEGFA,13.18,11
potassium chromate(VI),C027373,7789-00-6,Alzheimer Disease,MESH:D000544,,ADAMTS1|APH1B|BACE1|BAX|BCL2|BDNF|CASP3|CD2AP|CLU|GSK3B|IDE|IGF1R|IL1B|INSR|PICALM|PILRA|PLAU|PPARG|SLC30A4|SOD2|SPRED2|TFAM|TNF|TPP1|VEGFA,13.18,23
famoxadone,C401929,,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCL2|IL1B,13.17,4
solasodine,C012037,126-17-0,Alzheimer Disease,MESH:D000544,,BCHE|CASP3|IL1B|TNF,13.17,4
Sphingosine,D013110,123-78-4,Alzheimer Disease,MESH:D000544,,CRH|INS|VEGFA,13.17,4
"2,2'-(hydroxynitrosohydrazono)bis-ethanamine",C094210,146724-94-9,Alzheimer Disease,MESH:D000544,,HMOX1|IL1B|SOD2|TNF,13.16,4
bromuconazole,C573694,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|ESR1|PPARG,13.16,5
Colistin,D003091,1066-17-7,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|HMOX1|TNF,13.15,3
vinylidene chloride,C029297,75-35-4,Alzheimer Disease,MESH:D000544,,ADAM10|ADAMTS1|APOC1|APOE|BACE1|BDNF|CCDC6|ESR1|HMOX1|IGF1|MAOB|PLAU|PPARG|SLC2A4|SOD2|TNF|TREM2,13.15,25
2-(4-nitrophenyl)-4-(4-fluorophenyl)-5-(4-pyridinyl)-1H-imidazole,C408604,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|TNF,13.14,2
Cetylpyridinium,D002594,7773-52-6,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|IL1B|TNF,13.14,4
Bile Acids and Salts,D001647,,Alzheimer Disease,MESH:D000544,,APOC1|APOE|MPO|SOD2|TNF|TPI1,13.12,13
tamibarotene,C061133,94497-51-5,Alzheimer Disease,MESH:D000544,,BCL2|BDNF|CST3|ESR1|GSK3B|HLA-DRB5|IL1B|PRNP|PTK2B|TNF|VEGFA,13.12,10
ferric citrate,C025314,3522-50-7,Alzheimer Disease,MESH:D000544,,F2|HMOX1|TF|TNF,13.11,4
Mycophenolic Acid,D009173,24280-93-1,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|ESR1|GSK3B|MAPT|TNF,13.11,11
"2,2'-azobis(2-amidinopropane)",C046728,13217-66-8,Alzheimer Disease,MESH:D000544,,APOE|HMOX1|SOD2|VEGFA,13.10,12
oxamyl,C011960,23135-22-0,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|ESR1,13.10,4
Propidium,D011419,36015-30-2,Alzheimer Disease,MESH:D000544,,ACHE|BCHE|VEGFA,13.10,4
BEP protocol,C038328,,Alzheimer Disease,MESH:D000544,,ADAM10|APP|DHCR24|DPYSL2|HMOX1|PLAU|PRNP,13.09,42
Pyridoxine,D011736,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|HMOX1|TNF,13.08,3
nobiletin,C008661,478-01-3,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|EIF2S1|HMOX1|IL1B|TNF,13.07,5
dimethomorph,C076154,110488-70-5,Alzheimer Disease,MESH:D000544,,BAX|BCL2|ESR1|PPARG,13.06,5
FV-429 compound,C569690,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|GSK3B,13.05,3
4'-methoxychalcone,C097470,959-23-9,Alzheimer Disease,MESH:D000544,,PPARG|SLC2A4|TNF,13.04,5
polyphyllin I,C556217,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|PPARG,13.04,4
allyl isothiocyanate,C004471,57-06-7,Alzheimer Disease,MESH:D000544,,CASP3|HMOX1|PLAU|PPARG|TNF,13.03,7
